"538,0688","0,1710542","0,1625499","0,06052992","0,08744314","0,08120032","0,08940156","0,0649969","0,1273046","0,1257109","0,07875139","0,1177421","0,2051806","0,07186448","0,1269317","0,1257804","0,07241672","0,2195944","0,1483782","0,06058728","0,06250921","0,08351288","0,07829697","0,1887265","0,1886404","0,07815745","0,1487144","0,1490889","0,1041091","0,1605346","0,1615397","0,09078121","0,1992819","0,2038641","0,08058818","0,1720283","0,1746662","0,06261444","0,1842507","0,1884995","0,05916845","0,06878569","0,06828117","0,08747219","0,08417159","0,08469533","0,07275852","0,1423087","0,1426712","0,2175941","0,1699127","0,2046027","0,19","0,1897852","0,178118","0,2016057","0,1937935","0,1818444","0,1863548","0,1778371","0,1571956","0,1722115","0,1618955","0,1570435","0,1663251","0,1626257","0,1571952","0,1644923","0,1558271","0,1648236","0,1566949","0,1539535","0,1699387","0,1847414","0,1657422","0,1769146","0,1583371","0,1413106","0,1358614","0,1805098","0,1896194","0,1611726","0,15586","0,2022789","0,1857798","0,1528456","0,1529179","0,147448","0,1769711","0,1610615","0,1594669","0,2048925","0,2265578","0,2495842","0,2350916","0,2157065","0,2357706","0,2207009","0,2255779","0,2184649","0,2312338","0,2048854","0,2377379","0,2105218","0,2165583","0,2325173","0,2155451","0,2155327","0,2369937","0,2591545","0,2174422","0,2128788","0,2412563","0,2149457","0,2215592","0,2580663","0,2220334","0,2389443","0,2567644","0,2624399","0,247749","0,2387793","0,2586553","0,2499269","0,2440999","0,2522209","0,2326365","0,2256832","0,2969558","0,258005","0,2547195","0,2517762","0,2432465","0,2144288","0,2067939","0,2500989","0,260545","0,2377401","0,223352","0,2133733","0,2145636","0,2193154","0,2173988","0,2103018","0,2049993","0,2293772","0,1850584","0,2007818","0,15618","0,1655447","0,1657051","0,1649662","0,1994762","0,1645792","0,1593511","0,1590106","0,147981","0,1872809","0,182614","0,1608315","0,1450085","0,171105","0,1635423","0,171565","0,1693369","0,1656494"
"539,9973","0,1789054","0,1705537","0,06264973","0,09894282","0,09213749","0,1054896","0,06584185","0,1310019","0,130488","0,08292928","0,1209502","0,2138773","0,07529239","0,1328238","0,1312417","0,07484221","0,2280695","0,1529533","0,06336865","0,06422745","0,08748699","0,08178972","0,1940645","0,194896","0,07919093","0,1509776","0,1508407","0,1049401","0,1617704","0,1622667","0,09152672","0,2013951","0,2078119","0,08099081","0,1736403","0,1750778","0,06236318","0,1871761","0,1903282","0,05869955","0,06760866","0,06860219","0,08995949","0,0858926","0,08761427","0,07612","0,1472773","0,1484749","0,2235374","0,1746442","0,2124926","0,2","0,1972682","0,1839488","0,2079724","0,2024944","0,1900716","0,1940278","0,184477","0,1639938","0,1779952","0,1672636","0,1626174","0,1741995","0,1691755","0,1633523","0,1712124","0,1617902","0,1718311","0,1637072","0,1599465","0,1763837","0,1920989","0,1730302","0,1847597","0,164091","0,1442279","0,1391059","0,1874276","0,1968772","0,1665315","0,1620346","0,2098174","0,1933518","0,1575554","0,1565411","0,1501669","0,1830374","0,1693884","0,1662612","0,2086454","0,2296083","0,2543917","0,2382803","0,2205361","0,2379122","0,2234","0,2289189","0,2232731","0,2342079","0,2079085","0,2410263","0,2145385","0,2200246","0,2361878","0,2173119","0,218714","0,2395394","0,2623523","0,2208695","0,214881","0,24333","0,2170026","0,2239867","0,2625641","0,2245978","0,2432196","0,2596302","0,2652435","0,2518775","0,2406541","0,2611903","0,2531423","0,2469432","0,255177","0,2344639","0,227971","0,3005745","0,2604783","0,257051","0,2548243","0,2459269","0,2173967","0,209056","0,2536198","0,26371","0,2416839","0,2263669","0,2165542","0,2173605","0,2225782","0,2205922","0,2147901","0,2075233","0,2336587","0,1871216","0,2034423","0,1609396","0,1704819","0,1714508","0,1712885","0,2095458","0,1716738","0,1640064","0,1626733","0,1534416","0,1936682","0,1879917","0,1649989","0,1478496","0,1749588","0,167122","0,1755456","0,175201","0,1697987"
"541,9259","0,1868729","0,1801811","0,06692989","0,1150741","0,1090335","0,1276105","0,06737","0,1364975","0,1352259","0,08667891","0,1255387","0,2232429","0,07779187","0,1388628","0,1392859","0,07700933","0,2402369","0,1606588","0,06821122","0,06784377","0,09293388","0,08657528","0,2025144","0,2048781","0,08132853","0,1538146","0,1537839","0,1072571","0,165062","0,1664323","0,09246635","0,2043569","0,2111669","0,08186501","0,17728","0,1774473","0,06096271","0,1902518","0,1934822","0,0579074","0,06898819","0,06979752","0,09444843","0,09008802","0,09276827","0,07988872","0,1539725","0,1567885","0,2318573","0,1826134","0,2222754","0,209","0,2043812","0,1899645","0,2160405","0,2122312","0,1994344","0,2036215","0,1924999","0,1708155","0,1865144","0,1746518","0,1706657","0,1835593","0,1762362","0,1715663","0,1762752","0,1693862","0,1777204","0,1724681","0,1680702","0,1850242","0,2009779","0,1830365","0,192011","0,1713094","0,1498872","0,1445456","0,1944426","0,2050407","0,171675","0,1684193","0,2166548","0,2020428","0,163253","0,1637017","0,1538908","0,1892869","0,1758565","0,1722416","0,211344","0,2316274","0,2568452","0,241346","0,2228304","0,2405092","0,2251284","0,2316898","0,2263292","0,2353863","0,2113934","0,244657","0,2169613","0,2222582","0,237074","0,2198437","0,2229774","0,243787","0,2657356","0,2246656","0,2187197","0,2464055","0,2194803","0,2279826","0,2665111","0,2278098","0,2451651","0,2643727","0,2690744","0,2552536","0,2444958","0,2644239","0,2571437","0,2510793","0,2593038","0,2377705","0,2302372","0,3062598","0,2627524","0,2605808","0,258395","0,2472134","0,2213666","0,2126723","0,2577094","0,2680777","0,2467165","0,2278838","0,2191482","0,2193314","0,225706","0,2225073","0,2184324","0,2101458","0,236797","0,1915154","0,2069471","0,1680864","0,1762953","0,1794325","0,1805288","0,2187486","0,178388","0,170467","0,1682331","0,1600324","0,2014184","0,1972819","0,1723714","0,1546296","0,1815514","0,1732819","0,181734","0,1818783","0,1764912"
"543,8545","0,1960767","0,1901816","0,0735494","0,1267045","0,121575","0,1460872","0,07052491","0,1440981","0,1411223","0,09050745","0,1323099","0,2328828","0,08102532","0,1456327","0,1471077","0,07968442","0,2517169","0,1674976","0,07225703","0,07259111","0,09803916","0,09126741","0,210498","0,2136164","0,08179065","0,1566337","0,155866","0,1085375","0,1686061","0,1694636","0,09344636","0,2065499","0,2131372","0,08254255","0,1804747","0,1805035","0,06119478","0,1926479","0,1967171","0,05815068","0,07157952","0,07078405","0,09933027","0,0975491","0,098956","0,08280773","0,1637897","0,1661471","0,2438183","0,1910537","0,2322512","0,219","0,2143369","0,1984972","0,224007","0,2228478","0,2087483","0,2119553","0,2000066","0,1785682","0,1958405","0,1838758","0,1792857","0,192128","0,1839115","0,1800415","0,1843783","0,1770435","0,1855078","0,1807649","0,1754144","0,1931382","0,2088473","0,1924886","0,1984237","0,1799536","0,1570622","0,1520482","0,2036921","0,2158128","0,178562","0,1760898","0,227191","0,2112825","0,1700935","0,1712843","0,1605594","0,1986046","0,183766","0,1797251","0,2162571","0,2368561","0,2603209","0,2459647","0,2246845","0,2437342","0,2279697","0,2359733","0,2295764","0,2379737","0,2144825","0,248559","0,2198401","0,2242512","0,238573","0,2226093","0,2278405","0,2479163","0,2710082","0,2283596","0,2223559","0,2508943","0,2230201","0,2324094","0,269709","0,2320259","0,2479859","0,2706124","0,273286","0,2580661","0,2482595","0,2687179","0,261923","0,2539954","0,2630309","0,2419365","0,2324019","0,3108025","0,2656517","0,2639856","0,2627116","0,2511092","0,2244846","0,2154866","0,2619091","0,2731782","0,2502067","0,2292134","0,2215952","0,2223412","0,2294216","0,2252275","0,2218829","0,2133448","0,2410017","0,1952526","0,2098813","0,1753878","0,1845755","0,1879734","0,1874773","0,2274918","0,1859448","0,1776101","0,175974","0,1667402","0,2102624","0,2070921","0,1806083","0,1632051","0,1894305","0,1818408","0,1887385","0,1898287","0,1853357"
"545,783","0,2061141","0,198669","0,0782396","0,1250137","0,1201218","0,1454468","0,07626106","0,1503817","0,1490182","0,09586622","0,1412534","0,2447763","0,08789048","0,1533991","0,1549812","0,08529608","0,2623343","0,1743808","0,07696245","0,07887856","0,1050381","0,09814876","0,2178572","0,2211362","0,08304235","0,1585593","0,1570215","0,1102411","0,1690158","0,1721016","0,09618949","0,2092342","0,2139635","0,08564249","0,1816477","0,1830249","0,06488784","0,1966284","0,2001335","0,06042709","0,07182175","0,07150314","0,1046857","0,1050905","0,1049588","0,08665023","0,1728958","0,1764033","0,2547259","0,1973712","0,2433514","0,229","0,225861","0,2084742","0,2354333","0,2335045","0,2193157","0,2198974","0,2078625","0,1864713","0,2037515","0,1913006","0,1869044","0,2004429","0,1924205","0,1871746","0,1939732","0,1864423","0,1961675","0,1884867","0,1819884","0,2010994","0,2165835","0,20005","0,2074485","0,1901118","0,1632591","0,1590922","0,2135586","0,2261785","0,1878873","0,1855611","0,2388417","0,2212888","0,1767841","0,1779641","0,1662962","0,208306","0,1928328","0,1870597","0,2212678","0,2416107","0,2645311","0,2498579","0,2283267","0,2464465","0,2317751","0,2387887","0,2332589","0,2426913","0,2170875","0,2524101","0,2225209","0,2283006","0,2432803","0,2265842","0,2327248","0,2510634","0,275843","0,2322275","0,2254468","0,256333","0,2278592","0,2358827","0,2735099","0,2368882","0,2520475","0,2760044","0,2798019","0,2619613","0,2524545","0,2746009","0,2667125","0,2569732","0,2663962","0,2456917","0,2352679","0,317406","0,2719291","0,2696103","0,2666023","0,2556737","0,2276589","0,2190039","0,2670628","0,2796295","0,2531239","0,2334709","0,2262504","0,2258999","0,2340873","0,2295471","0,2276124","0,2167506","0,2466634","0,1981109","0,2137008","0,1828203","0,1944572","0,1971273","0,1955207","0,2396389","0,1940971","0,1866105","0,1854052","0,1743818","0,2215783","0,2175501","0,1883892","0,1719162","0,1982772","0,1905814","0,1968345","0,1965068","0,1942616"
"547,7116","0,2179713","0,2104641","0,08295342","0,1136492","0,1093368","0,1279625","0,08238102","0,1579241","0,1582406","0,1017473","0,1490595","0,2584309","0,09510964","0,1628232","0,1638111","0,09157917","0,2733483","0,1831734","0,08265857","0,08383846","0,1129424","0,1062319","0,2278113","0,2299713","0,08492541","0,1623179","0,1602456","0,1130181","0,1723887","0,1763643","0,0992237","0,2142045","0,2189596","0,08863506","0,1870129","0,1881611","0,0682332","0,201076","0,2052889","0,06268162","0,07209043","0,07270383","0,1113785","0,1111385","0,1107111","0,09291758","0,1807417","0,1859335","0,2652206","0,2059323","0,2561194","0,238","0,2365855","0,2177713","0,2466567","0,2456974","0,230846","0,2300278","0,2195501","0,1948812","0,2128409","0,1987868","0,1944864","0,2107402","0,2022809","0,1969643","0,2032692","0,195255","0,2061707","0,195987","0,1912942","0,2123029","0,2266386","0,2092481","0,2184501","0,2005311","0,1689344","0,1658504","0,2228111","0,2359918","0,1966742","0,1944204","0,249298","0,2322442","0,1855232","0,1839032","0,1724754","0,2172644","0,202237","0,1939208","0,2257046","0,2463919","0,2701272","0,2538376","0,2339637","0,2520005","0,2370849","0,2424041","0,2381274","0,2484101","0,2212255","0,2578701","0,2277041","0,2344418","0,2488535","0,2326194","0,238388","0,2564102","0,2825669","0,2370801","0,2308217","0,2635119","0,2326442","0,2397476","0,2797672","0,243049","0,2578278","0,2820157","0,2868169","0,2665716","0,2583677","0,2825423","0,272799","0,2637289","0,2733558","0,2516389","0,2400089","0,3243746","0,2778285","0,2760225","0,2732503","0,2625416","0,2329418","0,22507","0,2722251","0,2876324","0,2597195","0,2393131","0,2319705","0,2314324","0,2394879","0,2342427","0,2338313","0,2234198","0,2529172","0,203657","0,2199875","0,1918305","0,2050832","0,2079349","0,2062645","0,2533708","0,2041302","0,1964881","0,1939202","0,1829833","0,2328072","0,2288269","0,1966024","0,180479","0,2085403","0,199413","0,2071135","0,2054778","0,2035807"
"549,6401","0,2327529","0,2253181","0,08924214","0,09431263","0,09039294","0,1002794","0,08633043","0,1667389","0,16636","0,1083404","0,155413","0,2701036","0,1008657","0,1735123","0,1742095","0,0968768","0,2858985","0,1919519","0,08960445","0,08899532","0,1202567","0,1132741","0,2394743","0,241117","0,08787981","0,1681269","0,1670787","0,1167356","0,1793841","0,1822393","0,1015697","0,2213297","0,2272227","0,0891942","0,1942095","0,1945535","0,06841038","0,2086667","0,2116762","0,06365782","0,07451949","0,07487012","0,1175584","0,1173101","0,1170829","0,09898164","0,1896612","0,1940897","0,2767249","0,216094","0,2689455","0,25","0,2476259","0,2267621","0,2559377","0,2581896","0,2415025","0,2410145","0,2304557","0,2026349","0,2226715","0,2076697","0,20251","0,220131","0,2120472","0,207235","0,2135642","0,2045978","0,2162394","0,2053638","0,2017124","0,2227074","0,2368528","0,2183837","0,2293928","0,2105142","0,1734626","0,1725239","0,2320991","0,2458431","0,2048827","0,2019444","0,2593219","0,2430612","0,1936641","0,1897868","0,177856","0,2258791","0,2116956","0,2015661","0,2317039","0,2559165","0,278392","0,2610916","0,2403863","0,2609514","0,2446388","0,2500292","0,2455011","0,2544398","0,2288291","0,2665454","0,2348893","0,2408584","0,2578987","0,2408308","0,2449286","0,2649962","0,2936253","0,2452459","0,2385733","0,2718861","0,2384806","0,248043","0,2901011","0,2504588","0,2652894","0,2922095","0,2948631","0,2758191","0,2674781","0,2921169","0,2798989","0,2733775","0,282178","0,2603243","0,2488993","0,3333357","0,2852471","0,285016","0,2812207","0,2718317","0,241349","0,2327912","0,2811559","0,2964357","0,2694651","0,2458054","0,2384579","0,2403964","0,2463443","0,2422417","0,2417145","0,2330643","0,2605507","0,2112217","0,2272924","0,201243","0,2143207","0,2167341","0,21727","0,2654752","0,215879","0,2043855","0,2019275","0,1904225","0,2423775","0,2379452","0,2042675","0,1873586","0,2180479","0,2082747","0,215814","0,2152844","0,2114194"
"551,5687","0,2483403","0,2400909","0,09896158","0,07708755","0,07388747","0,07730983","0,08721128","0,1700865","0,1694876","0,1118142","0,1574587","0,2726025","0,102634","0,1768297","0,1794299","0,09839185","0,2883191","0,1945394","0,09438646","0,09211393","0,1240722","0,1157525","0,2426946","0,2449674","0,09273447","0,1766117","0,1766941","0,1220473","0,1865889","0,190525","0,1052718","0,2308598","0,236387","0,09170622","0,2018829","0,2030769","0,06963774","0,2184902","0,2208442","0,06503057","0,07860941","0,07881007","0,1220089","0,1202826","0,1209631","0,1020984","0,1940032","0,194976","0,2810005","0,2194048","0,2724953","0,253","0,2500623","0,2301872","0,2579318","0,2624201","0,2440185","0,2436","0,2331697","0,2043266","0,2258729","0,2103657","0,2054376","0,2227656","0,213236","0,2107669","0,2165622","0,2066971","0,2191032","0,2093676","0,2035988","0,2257337","0,2397884","0,2208929","0,2321599","0,2127451","0,1751986","0,1728092","0,2342587","0,2475686","0,2065786","0,2039417","0,2628054","0,2445827","0,1938734","0,1904703","0,1790804","0,2277895","0,2144264","0,205315","0,2394293","0,2666434","0,2886856","0,2720507","0,2494479","0,2713166","0,2548994","0,2608349","0,2550593","0,264051","0,2382346","0,2776374","0,2441993","0,2502622","0,2692075","0,2502984","0,2532248","0,2758516","0,3056033","0,2548273","0,2474584","0,2822324","0,2473654","0,2572877","0,3010753","0,2584689","0,2758318","0,3036869","0,3053178","0,2890939","0,2791543","0,3036263","0,2902156","0,2845419","0,2925796","0,2716499","0,2604547","0,3467792","0,2963371","0,2965981","0,2909759","0,2824627","0,2524854","0,2418962","0,294356","0,3064057","0,2802294","0,254923","0,2465763","0,2504966","0,2559394","0,253103","0,2525011","0,2445867","0,2709387","0,2194838","0,2356471","0,2028745","0,2152489","0,2168276","0,2214478","0,26849","0,2196317","0,207033","0,2039348","0,1915559","0,2437428","0,2401277","0,2065655","0,1869199","0,2197529","0,2112868","0,2188075","0,2167986","0,2136055"
"553,4973","0,2607123","0,2516522","0,1059007","0,07250895","0,06947849","0,06946426","0,08518802","0,1618448","0,1620157","0,1073433","0,1498568","0,2569053","0,09717716","0,1662003","0,168962","0,09369186","0,2695434","0,1842454","0,08945289","0,08764504","0,1180031","0,1084093","0,2285167","0,2325697","0,09810054","0,1862385","0,1851891","0,1274738","0,1937927","0,1980757","0,1122072","0,2403425","0,2468746","0,09798052","0,2105731","0,2104372","0,07494465","0,227268","0,2307545","0,06919781","0,08300821","0,08406683","0,1161913","0,114295","0,1155951","0,09791904","0,1834217","0,1844671","0,2703193","0,2097561","0,2582493","0,239","0,236457","0,2198634","0,2463965","0,2472457","0,2312647","0,2315719","0,2216657","0,1933369","0,2142999","0,1981813","0,1955567","0,2115327","0,2017614","0,1995477","0,2050546","0,1959413","0,2059116","0,198374","0,1919636","0,2136377","0,2277978","0,2095903","0,2199687","0,1997623","0,1664743","0,1630687","0,222426","0,2348056","0,1950461","0,1934206","0,2502171","0,2319722","0,1820519","0,1797571","0,1716878","0,215864","0,2023259","0,1967748","0,2462479","0,273487","0,2995213","0,2810068","0,2599923","0,2802798","0,264431","0,268487","0,263418","0,2736599","0,2467779","0,2879442","0,254604","0,258276","0,2778141","0,2594526","0,2622984","0,2873027","0,3148839","0,2630177","0,2551125","0,2927991","0,2558172","0,2656117","0,3112417","0,2676823","0,2861584","0,3145641","0,3163131","0,300974","0,2886336","0,3141037","0,3016251","0,2941159","0,3035065","0,2817021","0,2689084","0,3608078","0,3072334","0,3065491","0,3007961","0,2922378","0,2631497","0,2520968","0,306282","0,317258","0,2907107","0,2653841","0,2541345","0,2598034","0,2650489","0,2643371","0,2630185","0,2532874","0,2817185","0,2286717","0,245064","0,1915907","0,2029789","0,2028168","0,2114912","0,2531463","0,2074996","0,1961893","0,1934444","0,1806449","0,2292651","0,2264617","0,1968232","0,1764771","0,2070761","0,2000686","0,2082254","0,2038428","0,2034038"
"555,4258","0,2639237","0,2532906","0,1065276","0,07628909","0,07263885","0,07251283","0,07618551","0,1459946","0,1465011","0,09482163","0,1350842","0,2310976","0,08539783","0,1458582","0,1474045","0,08349702","0,2401151","0,1655612","0,07629968","0,07504027","0,1028746","0,09389647","0,2039571","0,2081303","0,09902114","0,1887774","0,1872353","0,1278589","0,1972971","0,2000719","0,1155861","0,2423254","0,251077","0,1022772","0,2140702","0,2124918","0,07684383","0,2294643","0,2342375","0,07202273","0,08466823","0,08501627","0,1028047","0,1012784","0,1013675","0,08760887","0,1619503","0,1634688","0,2466544","0,1904459","0,2308519","0,214","0,2093341","0,1975816","0,2230479","0,2191215","0,2058362","0,2085821","0,1982803","0,175045","0,1915911","0,1772557","0,1755974","0,1890181","0,1808988","0,1772035","0,1822315","0,1756259","0,1825753","0,1764775","0,1720876","0,1908669","0,204729","0,1878644","0,19649","0,1748859","0,1494213","0,1454951","0,1988983","0,2092286","0,1745502","0,1720437","0,222936","0,2082858","0,1631062","0,1611973","0,1555722","0,1928044","0,1792056","0,1775162","0,2477425","0,2734781","0,3020191","0,2821294","0,26474","0,2836586","0,2677353","0,2698008","0,2664444","0,2764285","0,249347","0,2918116","0,2584826","0,2596682","0,2798103","0,263189","0,2658675","0,2910545","0,3192736","0,2665041","0,2580097","0,2956851","0,2593135","0,2693714","0,3159651","0,271584","0,2886236","0,319594","0,3197842","0,3046785","0,2908976","0,317683","0,3073814","0,2990872","0,3077149","0,2853146","0,2715844","0,3671559","0,3103632","0,3100936","0,3052804","0,2958404","0,268036","0,2560307","0,3093948","0,3228964","0,2947765","0,26973","0,257095","0,2641399","0,2677789","0,2680956","0,2662629","0,2554527","0,2882984","0,2328479","0,2497771","0,1721658","0,1816733","0,1799302","0,19069","0,2253851","0,1847422","0,1758642","0,1738747","0,1605157","0,2029145","0,2011696","0,1773109","0,1586015","0,1843444","0,1784231","0,1871509","0,1847012","0,183246"
"557,3544","0,2564886","0,2452091","0,1036513","0,0815316","0,07864753","0,08051515","0,06653274","0,1330966","0,1332059","0,08406007","0,1232256","0,2122808","0,07612403","0,1304293","0,1316035","0,07566108","0,2179707","0,1505319","0,06767073","0,06791838","0,0924427","0,08438393","0,1855403","0,1893184","0,09776326","0,1854319","0,1850694","0,1273029","0,1955032","0,1983848","0,1137763","0,239004","0,2479284","0,101975","0,212633","0,2104816","0,07505464","0,2277223","0,2310431","0,07209674","0,0850226","0,08343249","0,09367183","0,08999658","0,0897669","0,07846283","0,1455662","0,1459508","0,2285944","0,1748282","0,2104102","0,194","0,1891859","0,1815704","0,205074","0,1981053","0,1852449","0,1898863","0,1797716","0,1606515","0,1746501","0,1617624","0,1612959","0,1717987","0,1643276","0,1595872","0,1655109","0,159356","0,1668778","0,1602136","0,1554541","0,1730288","0,18687","0,1707652","0,1781744","0,1574861","0,1378869","0,1321623","0,1803559","0,1896276","0,1595804","0,1552603","0,2014712","0,1894653","0,1502057","0,1479962","0,1439596","0,176082","0,1624112","0,1615074","0,2442382","0,2700478","0,2965168","0,2788789","0,2611344","0,2802207","0,265016","0,2679142","0,2640994","0,2739275","0,246611","0,2898428","0,2563871","0,2575727","0,2779414","0,2615245","0,2629673","0,2876786","0,3163548","0,2649285","0,255821","0,2910622","0,2577542","0,2679949","0,3135825","0,2699111","0,2857178","0,3159724","0,3156657","0,3012835","0,2870347","0,3133687","0,3044963","0,2958896","0,3040973","0,2822878","0,2680033","0,3632408","0,3070448","0,3070143","0,3041526","0,2929696","0,2649045","0,2530944","0,3057115","0,3198382","0,2912804","0,267407","0,2565644","0,262827","0,2652769","0,2634454","0,262267","0,2526245","0,285206","0,2309558","0,2474278","0,1564876","0,1648947","0,162664","0,1738447","0,2039009","0,1677177","0,161904","0,1584471","0,1457086","0,1841776","0,1833794","0,1618728","0,1440377","0,1686868","0,1623129","0,1728596","0,1702147","0,16671"
"559,283","0,2434259","0,2322432","0,09779468","0,08780351","0,08506286","0,08958556","0,06199326","0,1277325","0,1279467","0,07989556","0,1189562","0,204687","0,07229424","0,1254271","0,1263587","0,07150466","0,2095384","0,1454228","0,06704719","0,06664653","0,08864392","0,08213631","0,1796469","0,1828785","0,09727978","0,1804256","0,1808383","0,1252968","0,1911221","0,1949196","0,1098091","0,2350785","0,2426189","0,09961199","0,2075374","0,2082521","0,07358257","0,2233657","0,2244336","0,06974129","0,08380285","0,08226556","0,08916865","0,08480919","0,0853896","0,07234535","0,1399773","0,1400665","0,2211378","0,1683262","0,2021917","0,188","0,1821021","0,1763621","0,1980643","0,1909174","0,1773934","0,1820962","0,1723341","0,1540407","0,1669594","0,1548479","0,155722","0,1651376","0,1577314","0,1522109","0,159622","0,1529311","0,1618396","0,1538323","0,1486215","0,1642333","0,1794503","0,1633937","0,1702834","0,1519759","0,1344639","0,1278782","0,1732643","0,1840936","0,1545724","0,1493624","0,1951782","0,1817197","0,1449469","0,1434223","0,1410581","0,1698288","0,1567239","0,155704","0,2369324","0,2637282","0,2887722","0,2730481","0,2546139","0,2741604","0,2582845","0,2623859","0,2592625","0,2663184","0,2415011","0,2834419","0,2524579","0,2514072","0,273639","0,2556349","0,2560719","0,2811558","0,3087137","0,2593914","0,2499245","0,2831711","0,2517577","0,2612537","0,3053572","0,2640288","0,2792899","0,3070233","0,3069326","0,2938509","0,2811861","0,3041039","0,2963575","0,2870703","0,2957678","0,275262","0,2624879","0,3539162","0,2996514","0,2990309","0,2962552","0,2859673","0,2572987","0,2458364","0,2978656","0,311124","0,2832107","0,2618036","0,2517645","0,2557425","0,2592964","0,2568169","0,2547028","0,2457366","0,2756788","0,2240548","0,2410927","0,1515586","0,1602897","0,156675","0,1675437","0,1952016","0,1607685","0,1565433","0,1526522","0,1416907","0,1791668","0,1777032","0,1570961","0,1393067","0,1638074","0,1575362","0,1683446","0,1636926","0,1612756"
"561,2115","0,2239405","0,2138766","0,08491743","0,09405432","0,09004554","0,09787358","0,06426779","0,1286697","0,1282502","0,0800586","0,1184981","0,2052671","0,07169963","0,126512","0,1279898","0,07139358","0,2123199","0,1463439","0,06735391","0,06640226","0,08753031","0,0823535","0,1825299","0,184208","0,09258403","0,1725628","0,1710572","0,1200657","0,1824377","0,185545","0,1059852","0,2263982","0,2316254","0,09426343","0,1977919","0,2002796","0,07070166","0,2115014","0,2131246","0,06530418","0,0794879","0,08039324","0,08861747","0,08474559","0,08535754","0,07262271","0,1403303","0,1426798","0,2197391","0,1687743","0,2025434","0,19","0,1838427","0,1764804","0,1985273","0,1911145","0,179077","0,1824371","0,1737595","0,1553016","0,16782","0,1548975","0,1552111","0,1650062","0,1573177","0,1532277","0,1605602","0,1535007","0,1621417","0,1542241","0,1502224","0,1652921","0,1801676","0,1632985","0,1721594","0,1546672","0,1363515","0,1304825","0,1742261","0,1855895","0,1562764","0,1508766","0,197351","0,1832803","0,1463273","0,1445263","0,1421204","0,1714618","0,1584659","0,1574119","0,2268357","0,2523476","0,2770999","0,2613426","0,2431861","0,2627255","0,2469364","0,2512295","0,2489621","0,2547416","0,231188","0,2696489","0,2418081","0,2413702","0,2621251","0,2443505","0,2464268","0,2692094","0,2946177","0,2478408","0,2401784","0,2710038","0,2405582","0,248685","0,2890916","0,2519662","0,2676766","0,2934557","0,293302","0,2796631","0,2701807","0,2913365","0,2824165","0,2746538","0,2835496","0,2624878","0,2519092","0,3372321","0,2879526","0,2863909","0,2828561","0,2743642","0,2457914","0,2354949","0,2838629","0,2975563","0,2702157","0,2507606","0,2413569","0,2430664","0,2471101","0,2454314","0,2420807","0,2335603","0,2625535","0,213266","0,2289989","0,1525597","0,1622414","0,1587656","0,1687467","0,1968551","0,1614444","0,1577475","0,1529977","0,1430622","0,1809006","0,1780341","0,1596926","0,1411946","0,1645057","0,1595246","0,1695087","0,1644565","0,1641549"
"563,1401","0,2097915","0,2029061","0,07672596","0,09518068","0,08995566","0,09809194","0,06779016","0,1308611","0,1299893","0,08255613","0,1196433","0,2087724","0,07396732","0,1297578","0,1315443","0,07349359","0,2191506","0,1505302","0,0673269","0,06673152","0,08924714","0,08388294","0,1870665","0,188814","0,08791421","0,1649909","0,1638992","0,1147507","0,17418","0,1771168","0,1018054","0,2176939","0,2209333","0,09024527","0,1898239","0,1918328","0,06635887","0,2020436","0,2048737","0,0623527","0,07618764","0,07767342","0,08922073","0,08792698","0,0887315","0,07457405","0,1442941","0,147265","0,2228433","0,1730626","0,207491","0,194","0,1888681","0,1796767","0,202796","0,1968775","0,1851556","0,1870057","0,1781946","0,1596992","0,1723606","0,1583528","0,1579473","0,1686977","0,1603233","0,1580053","0,1645195","0,1580112","0,164802","0,1597401","0,1554477","0,1715285","0,1846416","0,1677377","0,1778136","0,1588561","0,1381538","0,1324427","0,1795241","0,1882766","0,1605161","0,1547682","0,2012735","0,1878619","0,1506455","0,1480608","0,1435898","0,1758385","0,1628149","0,1611644","0,2190458","0,2432784","0,2662242","0,2525976","0,2328355","0,2519123","0,2390388","0,2410882","0,2382565","0,2456488","0,2207888","0,2574908","0,2306468","0,2336193","0,2507833","0,2340746","0,2377234","0,2585295","0,282106","0,2372088","0,2311803","0,2595516","0,2317854","0,239139","0,2759694","0,2415741","0,258071","0,281005","0,2816853","0,2689869","0,260331","0,2808278","0,2703628","0,2652192","0,2731978","0,2514502","0,2410015","0,3205893","0,277885","0,2748729","0,2734104","0,2633491","0,2362066","0,2284536","0,2729887","0,2867965","0,2618353","0,2398464","0,2324882","0,2326796","0,2367764","0,235213","0,2311605","0,2240909","0,2516631","0,2045135","0,2189322","0,1548034","0,1649251","0,1621998","0,1712456","0,201729","0,1648975","0,1601956","0,1562892","0,1458424","0,1838829","0,1819793","0,1624804","0,1449975","0,1677311","0,1627751","0,1722169","0,1671356","0,1676401"
